,state,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc
1108,Survey Target,0.5548765659332275,-0.003843168029561639,0.4814828634262085,0.0028578387573361397,0.1347212791442871,0.21396410465240479,4.0,-51.0,-1148.0
1109,Survey Target,0.5556062459945679,-0.0034763733856379986,0.5419036746025085,0.00367729552090168,0.13791412115097046,0.21449634432792664,1.0,-51.0,-1149.0
1110,Survey Target,0.5566450357437134,-0.0030580805614590645,0.602509617805481,0.0050637247040867805,0.13821709156036377,0.2148413062095642,1.0,-51.0,-1151.0
1111,Survey Target,0.5575475096702576,-0.002655941294506192,0.6633469462394714,0.003303288947790861,0.13940992951393127,0.21573856472969055,5.0,-51.0,-1153.0
1112,Survey Target,0.5581684708595276,-0.002035857643932104,0.7245321273803711,0.002574966521933675,0.1398889273405075,0.21574145555496216,7.0,-50.0,-1149.0
1113,Survey Target,0.5585357546806335,-0.0017617354169487953,0.7855287790298462,0.0012181486235931516,0.13722579181194305,0.21577203273773193,7.0,-50.0,-1144.0
1114,Survey Target,0.5587804913520813,-0.001810939167626202,0.8463456630706787,0.001123129273764789,0.13565586507320404,0.21598421037197113,7.0,-50.0,-1143.0
1115,Survey Target,0.5590511560440063,-0.0020412071608006954,0.9070496559143066,0.0009713970357552171,0.13569220900535583,0.21601007878780365,9.0,-50.0,-1144.0
1116,Survey Target,0.5592305660247803,-0.002190040424466133,0.9677823185920715,0.0006574401631951332,0.13640451431274414,0.21596604585647583,7.0,-51.0,-1146.0
1117,Survey Target,0.5595397353172302,-0.002185763558372855,1.0285084247589111,0.0012883415911346674,0.13727214932441711,0.21589767932891846,2.0,-50.0,-1147.0
1118,Survey Target,0.5601604580879211,-0.002136679133400321,1.0892330408096313,0.0024608043022453785,0.13771656155586243,0.2158782035112381,0.0,-51.0,-1150.0
1119,Survey Target,0.5608482956886292,-0.0019656431395560503,1.1501810550689697,0.0027029896154999733,0.13984574377536774,0.21643254160881042,0.0,-51.0,-1150.0
1120,Survey Target,0.5615919828414917,-0.001698494772426784,1.2112860679626465,0.003012616652995348,0.138579323887825,0.21641387045383453,3.0,-50.0,-1148.0
1121,Survey Target,0.561985433101654,-0.0017546126618981361,1.272376298904419,-0.0001917466288432479,0.13875697553157806,0.21740517020225525,6.0,-50.0,-1150.0
1122,Survey Target,0.5619636178016663,-0.0017505297437310219,1.3336193561553955,-0.0010713607771322131,0.13954822719097137,0.21720768511295319,5.0,-50.0,-1148.0
1123,Survey Target,0.5616732239723206,-0.0018016109243035316,1.3947012424468994,-0.0021314448677003384,0.13782082498073578,0.21666036546230316,0.0,-50.0,-1147.0
1124,Survey Target,0.5614961385726929,-0.0019528282573446631,1.4556608200073242,-0.0006681301165372133,0.13771313428878784,0.21686331927776337,5.0,-50.0,-1147.0
1125,Survey Target,0.5613349676132202,-0.002118857344612479,1.5166195631027222,-0.0019259462133049965,0.13748370110988617,0.2164766937494278,1.0,-50.0,-1148.0
1126,Survey Target,0.5610643625259399,-0.0022431928664445877,1.577511191368103,-0.0006342400447465479,0.1387951821088791,0.21680259704589844,0.0,-50.0,-1151.0
1127,Survey Target,0.5610517263412476,-0.0020651533268392086,1.6386135816574097,-0.00015348184388130903,0.1397397816181183,0.21654923260211945,0.0,-50.0,-1150.0
1128,Survey Target,0.5610343217849731,-0.0018656562315300107,1.6997753381729126,-9.388499893248081e-05,0.1382829248905182,0.21660690009593964,1.0,-50.0,-1148.0
1129,Survey Target,0.5607150793075562,-0.0018759082304313779,1.760791540145874,-0.002634897828102112,0.1385674774646759,0.2163548767566681,0.0,-50.0,-1148.0
